complaint_id,date,lat,lng,medicine_id,purchased_from_facility_id,description,reported_price,standard_price,estimated_loss,verified,district,city,state,postcode
CMP-C0AD880D,2023-07-30,2.69301,101.907756,MED-B036DD9C,FAC-3CDFE1CB,Tablet colour differs from usual; patient experienced no relief.,115.58,95.0,20.58,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-92898148,2022-11-03,3.077184,101.532032,MED-87F56986,,Blister pack labelling inconsistent with MOH-registered product.,2.59,8.0,13.41,False,Titiwangsa,Kuala Lumpur,Kuala Lumpur,53200
CMP-21BFFAD5,2022-08-06,5.646271,100.487122,MED-48A0F963,,Online purchase via Telegram; seller account now deleted.,4.19,12.0,19.81,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-A8D69940,2022-02-20,3.130917,101.711416,MED-BFB0E7CA,FAC-9781E0DC,Online purchase via Telegram; seller account now deleted.,32.38,30.0,2.38,True,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-67F5BBB8,2022-07-02,3.161006,101.701187,MED-87F56986,,Tablet colour differs from usual; patient experienced no relief.,3.32,8.0,12.68,False,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-EEE42961,2023-02-12,5.422098,100.339249,MED-48A0F963,,Barcode does not scan; product unverifiable in MOH system.,8.28,12.0,15.72,False,Subang Jaya,Subang Jaya,Selangor,47500
CMP-306DF8B6,2022-06-07,2.194118,102.246523,MED-F1BD0EC9,,No improvement after full course; lab test confirmed inactive ingredient.,4.56,8.5,12.44,False,Batu Pahat,Batu Pahat,Johor,83000
CMP-E6176612,2022-09-01,2.737074,101.906897,MED-59EB08A3,FAC-8AE744B9,Seller refused to provide receipt; medicine stored without refrigeration.,13.06,12.0,1.06,True,Seremban,Seremban,Negeri Sembilan,70000
CMP-D556169E,2022-09-20,3.08234,101.530607,MED-A2FD86E4,,Unusual smell and texture; patient developed a rash after use.,6.9,22.0,37.1,False,Muar,Muar,Johor,84000
CMP-F7EBFD68,2023-12-25,2.22077,102.238094,MED-59EB08A3,FAC-6B4B764D,Barcode does not scan; product unverifiable in MOH system.,9.96,12.0,2.04,True,Jasin,Jasin,Melaka,77000
CMP-7C39D5A8,2024-02-20,2.158475,102.207615,MED-94DCD221,FAC-19FADAF6,Patient hospitalised after consumption; batch number not in national registry.,7.27,6.0,1.27,True,Melaka Tengah,Melaka,Melaka,75000
CMP-299C080D,2023-03-23,2.723361,101.945787,MED-B036DD9C,,Packaging seal already broken upon purchase.,32.05,95.0,157.95,True,Sentul,Kuala Lumpur,Kuala Lumpur,51000
CMP-31D1E546,2023-01-03,3.043878,101.448958,MED-48A0F963,,Medicine purchased from street vendor near the market.,4.27,12.0,19.73,False,Manjung,Seri Manjung,Perak,32000
CMP-046B8733,2023-01-06,2.749112,101.976645,MED-0A195B42,FAC-0CCF18D7,Unusual smell and texture; patient developed a rash after use.,16.42,14.0,2.42,True,Nilai,Nilai,Negeri Sembilan,71800
CMP-2252B8AD,2022-06-03,1.489006,103.74903,MED-B036DD9C,FAC-4692ED35,Multiple neighbours bought same batch; all reported ineffectiveness.,113.58,95.0,18.58,True,Skudai,Johor Bahru,Johor,81300
CMP-1A771F5D,2022-02-20,5.424225,100.342872,MED-0A195B42,,Patient hospitalised after consumption; batch number not in national registry.,8.27,14.0,19.73,False,Kulai,Kulai,Johor,81000
CMP-EA51CC0E,2023-06-08,1.461931,103.762999,MED-A2FD86E4,,Multiple neighbours bought same batch; all reported ineffectiveness.,8.26,22.0,35.74,True,Skudai,Johor Bahru,Johor,81300
CMP-6052E8A1,2023-05-28,3.044003,101.444016,MED-48A0F963,,No improvement after full course; lab test confirmed inactive ingredient.,5.93,12.0,18.07,True,Titiwangsa,Kuala Lumpur,Kuala Lumpur,53200
CMP-78BACDD3,2023-04-12,1.461637,103.762874,MED-9EB4B8D6,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,3.82,7.0,10.18,True,Ampang,Ampang,Selangor,68000
CMP-00317335,2022-07-25,4.643175,101.094484,MED-B85A6ED2,FAC-28F771B5,Online purchase via Telegram; seller account now deleted.,5.31,5.5,0.19,True,Ipoh,Ipoh,Perak,30000
CMP-A839728D,2023-09-25,1.462144,103.761969,MED-BFB0E7CA,,Seller refused to provide receipt; medicine stored without refrigeration.,16.31,30.0,43.69,False,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-25F91656,2024-10-08,3.162241,101.695763,MED-D0A5410E,,Unusual smell and texture; patient developed a rash after use.,2.29,4.0,5.71,True,Puchong,Puchong,Selangor,47100
CMP-F097EE09,2024-12-09,3.077508,101.530189,MED-FB58034C,,No improvement after full course; lab test confirmed inactive ingredient.,11.43,22.0,32.57,True,Seberang Perai,Perai,Penang,13600
CMP-45EB51CE,2024-05-18,3.133566,101.710359,MED-87F56986,FAC-9781E0DC,Price was 60% below standard — suspect adulterated product.,9.54,8.0,1.54,True,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-9C4DE2D8,2023-03-15,2.724588,101.942751,MED-C029044A,,Online purchase via Telegram; seller account now deleted.,3.4,9.0,14.6,False,Brickfields,Kuala Lumpur,Kuala Lumpur,50470
CMP-AFA143CB,2024-09-06,5.645801,100.487287,MED-B85A6ED2,,Expiry date appears tampered — original date scratched off.,3.89,5.5,7.11,False,Seputeh,Kuala Lumpur,Kuala Lumpur,58000
CMP-C469BE82,2023-09-18,2.729673,101.970539,MED-FB58034C,FAC-4C4DEC32,Seller refused to provide receipt; medicine stored without refrigeration.,25.17,22.0,3.17,False,Rembau,Rembau,Negeri Sembilan,71300
CMP-9D53AB2C,2023-04-10,3.166391,101.696429,MED-94DCD221,,Unusual smell and texture; patient developed a rash after use.,2.4,6.0,9.6,True,Kulai,Kulai,Johor,81000
CMP-D68A1986,2024-02-29,1.488971,103.764797,MED-FB58034C,FAC-3BA9B7FF,Packaging seal already broken upon purchase.,15.04,22.0,6.96,True,Kulai,Kulai,Johor,81000
CMP-59E01A21,2024-12-19,2.726374,101.9464,MED-C029044A,,Blister pack labelling inconsistent with MOH-registered product.,5.08,9.0,12.92,False,Melaka Tengah,Melaka,Melaka,75000
CMP-ADAC000F,2023-03-23,2.727273,101.944043,MED-87F56986,,Packaging seal already broken upon purchase.,5.3,8.0,10.7,True,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-F6A0C88A,2024-08-07,3.162233,101.700508,MED-B71DF9FF,,Seller refused to provide receipt; medicine stored without refrigeration.,2.86,6.5,10.14,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-8D836EBE,2022-03-08,3.157181,101.696584,MED-94DCD221,,Seller refused to provide receipt; medicine stored without refrigeration.,3.68,6.0,8.32,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-965DFF85,2022-04-22,1.48543,103.746906,MED-B85A6ED2,FAC-4692ED35,Tablet colour differs from usual; patient experienced no relief.,6.68,5.5,1.18,False,Skudai,Johor Bahru,Johor,81300
CMP-AEE71462,2022-03-19,5.448003,100.290011,MED-94DCD221,FAC-0A5D8A94,Barcode does not scan; product unverifiable in MOH system.,4.84,6.0,1.16,True,Seberang Perai,Perai,Penang,13600
CMP-C6E0DD26,2024-03-21,3.039583,101.494351,MED-B036DD9C,FAC-2D52E3F2,Patient hospitalised after consumption; batch number not in national registry.,75.89,95.0,19.11,True,Puchong,Puchong,Selangor,47100
CMP-CB2C0FEB,2023-01-12,4.590808,101.129092,MED-F1BD0EC9,FAC-3ECA68E5,Barcode does not scan; product unverifiable in MOH system.,7.82,8.5,0.68,True,Ipoh,Ipoh,Perak,30000
CMP-A55DE39E,2024-08-01,2.193657,102.246446,MED-9EB4B8D6,,Online purchase via Telegram; seller account now deleted.,4.77,7.0,9.23,True,Puchong,Puchong,Selangor,47100
CMP-CB2C48AA,2022-10-19,2.694282,101.904382,MED-C029044A,FAC-3CDFE1CB,Patient hospitalised after consumption; batch number not in national registry.,9.54,9.0,0.54,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-C563D851,2024-09-14,3.083758,101.504331,MED-94DCD221,FAC-5E4DE973,Online purchase via Telegram; seller account now deleted.,5.34,6.0,0.66,False,Shah Alam,Shah Alam,Selangor,40000
CMP-26A83D6E,2022-03-08,2.137398,102.242014,MED-0A195B42,FAC-5FB1305A,Blister pack labelling inconsistent with MOH-registered product.,9.28,14.0,4.72,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-89A18D88,2024-11-24,2.136907,102.241343,MED-A2FD86E4,FAC-5FB1305A,Barcode does not scan; product unverifiable in MOH system.,19.79,22.0,2.21,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-40A4464C,2022-11-22,3.165475,101.69682,MED-BFB0E7CA,,Medicine purchased from street vendor near the market.,14.58,30.0,45.42,True,Seberang Perai,Perai,Penang,13600
CMP-257CDF9A,2023-04-19,2.227238,102.261761,MED-B85A6ED2,FAC-0218137B,Medicine purchased from street vendor near the market.,6.73,5.5,1.23,False,Melaka Tengah,Melaka,Melaka,75000
CMP-942015A9,2023-08-02,2.752557,101.932292,MED-9EB4B8D6,FAC-8F026DD1,Unusual smell and texture; patient developed a rash after use.,7.13,7.0,0.13,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-CFD7A26C,2022-09-05,3.157879,101.700488,MED-80150E17,,Unusual smell and texture; patient developed a rash after use.,10.2,18.0,25.8,True,Alor Setar,Alor Setar,Kedah,05000
CMP-DB124ECF,2023-02-15,4.591551,101.082087,MED-D0A5410E,,Patient hospitalised after consumption; batch number not in national registry.,1.32,4.0,6.68,False,Butterworth,Butterworth,Penang,12000
CMP-AB07AE0B,2024-07-30,1.457394,103.757621,MED-59EB08A3,,Multiple neighbours bought same batch; all reported ineffectiveness.,5.57,12.0,18.43,False,Alor Setar,Alor Setar,Kedah,05000
CMP-4811D569,2022-02-09,5.447395,100.289651,MED-1711A01F,FAC-0A5D8A94,Expiry date appears tampered — original date scratched off.,2.51,2.5,0.01,False,Seberang Perai,Perai,Penang,13600
CMP-D851894F,2022-01-19,3.077512,101.530749,MED-28EB3902,,Barcode does not scan; product unverifiable in MOH system.,31.12,55.0,78.88,False,Puchong,Puchong,Selangor,47100
CMP-DCD8F8D1,2024-05-15,2.724358,101.94593,MED-99B74A7E,,Medicine purchased from street vendor near the market.,16.94,25.0,33.06,True,Alor Setar,Alor Setar,Kedah,05000
CMP-398F50BF,2022-06-06,2.767622,101.924772,MED-F1BD0EC9,FAC-B2831513,Seller refused to provide receipt; medicine stored without refrigeration.,10.28,8.5,1.78,True,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-E2B5C3CD,2024-02-27,4.588154,101.081196,MED-80150E17,,Unusual smell and texture; patient developed a rash after use.,10.99,18.0,25.01,False,Butterworth,Butterworth,Penang,12000
CMP-36632F0E,2023-10-12,5.646269,100.48929,MED-B036DD9C,,Online purchase via Telegram; seller account now deleted.,41.21,95.0,148.79,False,Batu Pahat,Batu Pahat,Johor,83000
CMP-0FF4CEE3,2023-04-07,2.732633,101.971201,MED-A2FD86E4,FAC-4C4DEC32,Outer box appeared genuine but inner foil pack had no hologram.,26.09,22.0,4.09,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-019DBF08,2022-09-21,2.195805,102.248179,MED-A2FD86E4,,Seller refused to provide receipt; medicine stored without refrigeration.,8.74,22.0,35.26,False,Kulim,Kulim,Kedah,09000
CMP-E4195524,2023-12-28,3.082058,101.528151,MED-A601320E,,Expiry date appears tampered — original date scratched off.,11.16,18.5,25.84,False,Subang Jaya,Subang Jaya,Selangor,47500
CMP-22506690,2022-07-17,1.492343,103.763692,MED-B71DF9FF,FAC-3BA9B7FF,Packaging seal already broken upon purchase.,7.55,6.5,1.05,True,Kulai,Kulai,Johor,81000
CMP-ED07AD4E,2023-12-21,3.164943,101.700987,MED-BFB0E7CA,,Tablet colour differs from usual; patient experienced no relief.,21.17,30.0,38.83,True,Kulai,Kulai,Johor,81000
CMP-15EB3E5D,2023-12-07,4.592102,101.080747,MED-B85A6ED2,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,2.39,5.5,8.61,False,Manjung,Seri Manjung,Perak,32000
CMP-2976203B,2023-07-22,2.753254,101.928314,MED-87F56986,FAC-8F026DD1,Unusual smell and texture; patient developed a rash after use.,8.1,8.0,0.1,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-47171CFF,2024-12-06,4.644447,101.095078,MED-B036DD9C,FAC-28F771B5,Multiple neighbours bought same batch; all reported ineffectiveness.,107.28,95.0,12.28,True,Ipoh,Ipoh,Perak,30000
CMP-5F121BC3,2023-09-13,5.460038,100.30488,MED-1711A01F,FAC-E4D0C2D8,Unusual smell and texture; patient developed a rash after use.,2.88,2.5,0.38,True,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-F2401C28,2023-03-30,4.590978,101.128044,MED-B85A6ED2,FAC-3ECA68E5,Online purchase via Telegram; seller account now deleted.,3.15,5.5,2.35,True,Ipoh,Ipoh,Perak,30000
CMP-16C68735,2022-12-25,3.15788,101.694858,MED-99B74A7E,,Expiry date appears tampered — original date scratched off.,15.38,25.0,34.62,True,Manjung,Seri Manjung,Perak,32000
CMP-13B5D091,2023-12-08,2.194441,102.246336,MED-80150E17,,Multiple neighbours bought same batch; all reported ineffectiveness.,6.78,18.0,29.22,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-499ADF62,2024-03-19,3.077954,101.527329,MED-94DCD221,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,2.97,6.0,9.03,True,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-FE2D53D6,2022-03-31,2.193484,102.24784,MED-D0A5410E,,No improvement after full course; lab test confirmed inactive ingredient.,2.46,4.0,5.54,False,Puchong,Puchong,Selangor,47100
CMP-B907CC56,2024-02-21,3.159723,101.695274,MED-94DCD221,,Expiry date appears tampered — original date scratched off.,3.63,6.0,8.37,True,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-27821D4C,2023-02-06,3.158978,101.701445,MED-B85A6ED2,,Tablet colour differs from usual; patient experienced no relief.,3.75,5.5,7.25,True,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-24001F93,2024-02-22,5.42215,100.33883,MED-87F56986,,Unusual smell and texture; patient developed a rash after use.,5.19,8.0,10.81,False,Sepang,Sepang,Selangor,43900
CMP-CA431F6F,2024-11-04,2.19547,102.248562,MED-28EB3902,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,31.59,55.0,78.41,True,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-8B4062CC,2022-02-10,3.166839,101.697744,MED-A2FD86E4,,Tablet colour differs from usual; patient experienced no relief.,8.34,22.0,35.66,False,Seputeh,Kuala Lumpur,Kuala Lumpur,58000
CMP-D16E65C7,2023-11-20,2.726869,101.944456,MED-B036DD9C,,Expiry date appears tampered — original date scratched off.,53.46,95.0,136.54,False,Jasin,Jasin,Melaka,77000
CMP-8794FD7A,2023-04-01,1.46163,103.759056,MED-B036DD9C,,Expiry date appears tampered — original date scratched off.,40.2,95.0,149.8,False,Puchong,Puchong,Selangor,47100
CMP-5503BFC4,2024-01-24,2.728413,101.970624,MED-A2FD86E4,FAC-4C4DEC32,Multiple neighbours bought same batch; all reported ineffectiveness.,27.04,22.0,5.04,False,Rembau,Rembau,Negeri Sembilan,71300
CMP-834E85CB,2024-03-12,3.038959,101.495598,MED-B85A6ED2,FAC-2D52E3F2,Price was 60% below standard — suspect adulterated product.,6.92,5.5,1.42,False,Puchong,Puchong,Selangor,47100
CMP-E7B5AD56,2024-12-05,5.422576,100.338479,MED-A601320E,,No improvement after full course; lab test confirmed inactive ingredient.,7.78,18.5,29.22,True,Seremban,Seremban,Negeri Sembilan,70000
CMP-9B4D5DC5,2023-07-30,3.08013,101.532448,MED-FB58034C,,Outer box appeared genuine but inner foil pack had no hologram.,11.0,22.0,33.0,False,Georgetown,Georgetown,Penang,10000
CMP-E1583F51,2022-12-06,3.082012,101.527737,MED-59EB08A3,,Price was 60% below standard — suspect adulterated product.,6.4,12.0,17.6,False,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-539D5340,2022-01-23,3.097552,101.700003,MED-A601320E,FAC-44382B09,Barcode does not scan; product unverifiable in MOH system.,18.84,18.5,0.34,False,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-CEF5CB1A,2023-04-05,3.08137,101.526826,MED-A601320E,,Seller refused to provide receipt; medicine stored without refrigeration.,12.44,18.5,24.56,True,Melaka Tengah,Melaka,Melaka,75000
CMP-EF9EAFB6,2024-06-16,3.161848,101.69879,MED-94DCD221,,Seller refused to provide receipt; medicine stored without refrigeration.,2.56,6.0,9.44,True,Kulai,Kulai,Johor,81000
CMP-F56E3F9B,2023-09-18,1.461959,103.7585,MED-C029044A,,Outer box appeared genuine but inner foil pack had no hologram.,3.82,9.0,14.18,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-BCB3FEC5,2023-10-23,5.42412,100.342082,MED-D0A5410E,,Price was 60% below standard — suspect adulterated product.,2.58,4.0,5.42,True,Muar,Muar,Johor,84000
CMP-61BE8A37,2022-11-11,3.079623,101.530441,MED-94DCD221,,Tablet colour differs from usual; patient experienced no relief.,2.86,6.0,9.14,True,Kajang,Kajang,Selangor,43000
CMP-B6ECA2D2,2024-02-20,1.489708,103.761681,MED-87F56986,FAC-3BA9B7FF,Blister pack labelling inconsistent with MOH-registered product.,9.05,8.0,1.05,False,Kulai,Kulai,Johor,81000
CMP-C4622A15,2024-09-15,6.083656,100.326528,MED-F1BD0EC9,FAC-F1874C81,Seller refused to provide receipt; medicine stored without refrigeration.,6.55,8.5,1.95,True,Sungai Petani,Sungai Petani,Kedah,08000
CMP-43E59E08,2023-02-20,3.165417,101.698513,MED-F1BD0EC9,,Multiple neighbours bought same batch; all reported ineffectiveness.,6.09,8.5,10.91,True,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-77011728,2023-07-14,4.587989,101.080719,MED-59EB08A3,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,7.48,12.0,16.52,False,Kajang,Kajang,Selangor,43000
CMP-94173CB9,2023-05-27,3.090136,101.467346,MED-9EB4B8D6,FAC-F9EE4390,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,6.61,7.0,0.39,True,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-5E3D9564,2024-10-30,3.045772,101.442498,MED-87F56986,,Outer box appeared genuine but inner foil pack had no hologram.,4.11,8.0,11.89,False,Skudai,Johor Bahru,Johor,81300
CMP-3F94F6B5,2024-01-06,4.589837,101.077517,MED-C029044A,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,2.95,9.0,15.05,False,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-E7402370,2022-03-24,5.424487,100.340958,MED-B71DF9FF,,Barcode does not scan; product unverifiable in MOH system.,2.27,6.5,10.73,True,Kulim,Kulim,Kedah,09000
CMP-51F4DD76,2022-06-20,5.426683,100.341935,MED-D0A5410E,,Expiry date appears tampered — original date scratched off.,2.62,4.0,5.38,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-3030F9C0,2024-05-04,2.138362,102.240484,MED-59EB08A3,FAC-5FB1305A,Outer box appeared genuine but inner foil pack had no hologram.,15.05,12.0,3.05,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-B20AC35D,2023-12-07,5.44934,100.293472,MED-1711A01F,FAC-0A5D8A94,Unusual smell and texture; patient developed a rash after use.,2.64,2.5,0.14,True,Seberang Perai,Perai,Penang,13600
CMP-A3DE06FC,2022-06-13,2.727503,101.945957,MED-B71DF9FF,,Unusual smell and texture; patient developed a rash after use.,3.24,6.5,9.76,True,Subang Jaya,Subang Jaya,Selangor,47500
CMP-ED6A9049,2024-12-29,3.079012,101.531091,MED-D0A5410E,,Patient hospitalised after consumption; batch number not in national registry.,2.19,4.0,5.81,False,Sungai Petani,Sungai Petani,Kedah,08000
CMP-53068270,2024-07-14,5.647152,100.488935,MED-9EB4B8D6,,Patient hospitalised after consumption; batch number not in national registry.,2.98,7.0,11.02,False,Butterworth,Butterworth,Penang,12000
CMP-4628B0E8,2022-12-24,2.138599,102.243427,MED-59EB08A3,FAC-5FB1305A,Multiple neighbours bought same batch; all reported ineffectiveness.,7.91,12.0,4.09,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-ADB14EB8,2023-12-30,3.045002,101.441269,MED-B85A6ED2,,Outer box appeared genuine but inner foil pack had no hologram.,3.95,5.5,7.05,True,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-952F2A4D,2022-11-02,3.164204,101.693457,MED-B036DD9C,,Online purchase via Telegram; seller account now deleted.,42.49,95.0,147.51,False,Seberang Perai,Perai,Penang,13600
CMP-C51B80BF,2022-04-11,5.457901,100.304888,MED-1711A01F,FAC-E4D0C2D8,Seller refused to provide receipt; medicine stored without refrigeration.,2.63,2.5,0.13,True,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-BF290C4C,2022-12-09,1.491224,103.730396,MED-99B74A7E,FAC-C84DEF5D,No improvement after full course; lab test confirmed inactive ingredient.,15.96,25.0,9.04,False,Kulai,Kulai,Johor,81000
CMP-C9D59B16,2022-01-20,5.646588,100.485957,MED-87F56986,,Outer box appeared genuine but inner foil pack had no hologram.,4.12,8.0,11.88,False,Iskandar Puteri,Johor Bahru,Johor,79100
CMP-5822FFC0,2023-10-23,2.136607,102.24377,MED-F1BD0EC9,FAC-5FB1305A,Seller refused to provide receipt; medicine stored without refrigeration.,7.68,8.5,0.82,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-C2ECA448,2023-09-24,3.08294,101.530635,MED-9EB4B8D6,,Medicine purchased from street vendor near the market.,4.12,7.0,9.88,True,Puchong,Puchong,Selangor,47100
CMP-1B22297D,2023-03-21,3.162057,101.694183,MED-F1BD0EC9,,Patient hospitalised after consumption; batch number not in national registry.,4.88,8.5,12.12,False,Melaka Tengah,Melaka,Melaka,75000
CMP-D25EA25B,2024-04-02,1.460757,103.762013,MED-B85A6ED2,,Seller refused to provide receipt; medicine stored without refrigeration.,3.65,5.5,7.35,False,Seputeh,Kuala Lumpur,Kuala Lumpur,58000
CMP-8E579402,2023-08-19,2.769332,101.922993,MED-D0A5410E,FAC-B2831513,Packaging seal already broken upon purchase.,3.89,4.0,0.11,True,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-83FFF522,2022-04-22,3.131826,101.712099,MED-1711A01F,FAC-9781E0DC,Packaging seal already broken upon purchase.,1.43,2.5,1.07,False,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-5C76CFFE,2024-03-23,3.158597,101.695144,MED-A601320E,,Tablet colour differs from usual; patient experienced no relief.,8.72,18.5,28.28,True,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-89F44A98,2024-03-02,3.158278,101.69565,MED-99B74A7E,,No improvement after full course; lab test confirmed inactive ingredient.,17.22,25.0,32.78,False,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-7EBEEAED,2024-07-11,2.158911,102.209551,MED-F1BD0EC9,FAC-19FADAF6,Expiry date appears tampered — original date scratched off.,7.79,8.5,0.71,True,Melaka Tengah,Melaka,Melaka,75000
CMP-0F2C8B5C,2022-10-03,3.115465,101.641679,MED-48A0F963,FAC-ADA334AB,Outer box appeared genuine but inner foil pack had no hologram.,11.69,12.0,0.31,True,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-F73E3D0F,2022-10-13,1.45985,103.763227,MED-C029044A,,Price was 60% below standard — suspect adulterated product.,3.36,9.0,14.64,False,Rembau,Rembau,Negeri Sembilan,71300
CMP-DA6F2942,2022-04-02,3.046885,101.444598,MED-48A0F963,,Expiry date appears tampered — original date scratched off.,3.61,12.0,20.39,False,Alor Setar,Alor Setar,Kedah,05000
CMP-375CE521,2023-01-04,3.11473,101.641924,MED-9EB4B8D6,FAC-ADA334AB,Barcode does not scan; product unverifiable in MOH system.,4.95,7.0,2.05,False,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-22024E9B,2024-06-27,5.427329,100.33878,MED-80150E17,,Multiple neighbours bought same batch; all reported ineffectiveness.,10.6,18.0,25.4,False,Kulai,Kulai,Johor,81000
CMP-B83AE97C,2023-10-05,3.160653,101.73211,MED-B71DF9FF,FAC-8CEDD07B,Seller refused to provide receipt; medicine stored without refrigeration.,6.1,6.5,0.4,False,Brickfields,Kuala Lumpur,Kuala Lumpur,50470
CMP-BAD8EEFD,2022-11-18,5.424389,100.339853,MED-9EB4B8D6,,Tablet colour differs from usual; patient experienced no relief.,3.06,7.0,10.94,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-6435392F,2023-04-15,4.588054,101.080129,MED-B71DF9FF,,Price was 60% below standard — suspect adulterated product.,3.85,6.5,9.15,False,Ipoh,Ipoh,Perak,30000
CMP-9DA25ECA,2024-01-09,3.080568,101.527778,MED-28EB3902,,Seller refused to provide receipt; medicine stored without refrigeration.,34.47,55.0,75.53,False,Kampar,Kampar,Perak,31400
CMP-D1C5B9CF,2023-07-30,3.114176,101.642445,MED-A601320E,FAC-ADA334AB,No improvement after full course; lab test confirmed inactive ingredient.,10.39,18.5,8.11,True,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-266F4B4E,2022-01-17,3.078295,101.532448,MED-A2FD86E4,,Online purchase via Telegram; seller account now deleted.,15.18,22.0,28.82,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-E52ACEAA,2022-02-02,3.081215,101.528434,MED-1711A01F,,Seller refused to provide receipt; medicine stored without refrigeration.,0.9,2.5,4.1,False,Georgetown,Georgetown,Penang,10000
CMP-CC206B53,2023-10-11,3.047844,101.444558,MED-BFB0E7CA,,Barcode does not scan; product unverifiable in MOH system.,9.75,30.0,50.25,False,Alor Setar,Alor Setar,Kedah,05000
CMP-79836E4E,2022-08-04,1.463118,103.759313,MED-BFB0E7CA,,Blister pack labelling inconsistent with MOH-registered product.,18.08,30.0,41.92,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-4B796BCC,2022-09-07,3.162243,101.699621,MED-28EB3902,,Seller refused to provide receipt; medicine stored without refrigeration.,32.75,55.0,77.25,False,Seberang Perai,Perai,Penang,13600
CMP-686115BE,2024-07-24,5.646644,100.486635,MED-A601320E,,Outer box appeared genuine but inner foil pack had no hologram.,6.67,18.5,30.33,False,Muar,Muar,Johor,84000
CMP-2AA30D02,2024-03-24,3.146611,101.650238,MED-D0A5410E,FAC-8B877AB2,Multiple neighbours bought same batch; all reported ineffectiveness.,5.17,4.0,1.17,True,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-32AB7A39,2022-07-19,5.425676,100.338446,MED-A601320E,,Online purchase via Telegram; seller account now deleted.,8.73,18.5,28.27,False,Alor Setar,Alor Setar,Kedah,05000
CMP-CB0430F4,2023-07-27,3.079237,101.528177,MED-87F56986,,Online purchase via Telegram; seller account now deleted.,4.91,8.0,11.09,False,Kulai,Kulai,Johor,81000
CMP-39D49C76,2023-02-18,3.082328,101.531631,MED-94DCD221,,Unusual smell and texture; patient developed a rash after use.,3.85,6.0,8.15,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-34A74AAC,2024-11-09,4.590921,101.078424,MED-28EB3902,,Expiry date appears tampered — original date scratched off.,39.53,55.0,70.47,False,Batu Pahat,Batu Pahat,Johor,83000
CMP-8C814C99,2022-06-28,4.591846,101.080663,MED-0A195B42,,Barcode does not scan; product unverifiable in MOH system.,5.43,14.0,22.57,True,Sepang,Sepang,Selangor,43900
